attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,31997254,0,,awesome,5,ECO100,I love Michael so much! some students said that the class is heavy but actually you just needy to follow him and practice you will get good grade. he is one of my favourite prof ever!,06/05/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1559746424000,Yes,4928,Yes,,A+,"['Amazing lectures', 'Inspirational', 'Participation matters']",people,people
Not Mandatory,average,average,average,1,31832818,0,,poor,2,ECO102,made us buy mandatory access code for quizzes... the code was 90+ CAD his notes for lectures are not very organized either.....,05/10/2019,3.0,3.0,,2,N/A,2.0,2.0,1,Yes,1557456260000,No,4928,Yes,,B+,[],people,person
Not Mandatory,average,average,average,1,31220094,1,,poor,2,ECO102,The lectures are so dreadful. He writes notes way too fast and does not give students any time to process the knowledge,01/08/2019,3.0,3.0,,2,N/A,2.0,2.0,1,Yes,1546917863000,No,4928,Yes,,N/A,['Lecture heavy'],person,person
Mandatory,good,average,good,1,30890058,0,,good,4,ECO204,"Honestly speaking, I prefer Ho's teaching style. He goes through lectures quickly because we have a lot to cover in 50 mins but if u attend classes &amp; take good notes, u'll be fine. His midterms are literally the same question (&amp; numbers) as lecture and tutorial questions. He's not a bad prof but some students just don't want to do the extra work.",12/06/2018,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1544088633000,Yes,4928,Yes,,Not sure yet,"['Lecture heavy', 'Caring', ""Skip class? You won't pass.""]",people,person
Mandatory,poor,good,poor,0,30516211,0,,awful,1,ECO349,"The way he tests is not representative of how he teaches. I find this trait in a lot of economics professors. That exam was a terrible. I saw my friend who no credited the class, and he had the largest, most smug smile I've ever seen during it. His essay wasn't fairly represented in your mark. According to him it was meant to carry you over a mark.",09/22/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1537618148000,No,4928,Yes,,B,"['Test heavy', ""Skip class? You won't pass."", 'Tough grader']",people,people
Mandatory,poor,good,poor,0,30492749,1,,awful,1,ECO204,"overall a bad professor, not caring at all and super harsh",09/10/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1536603068000,No,4928,Yes,,N/A,['Tough grader'],person,people
Mandatory,good,average,good,1,30374360,1,,awesome,5,ECO102,"Tests are very straightforward -- attend tutorials and do the assigned problems and you'll get a good mark. One of the best econ classes I've ever taken since his tests aren't ridiculously tricky and extra. Wish I had him for my other econ classes. Also, very funny guy! Would definitely recommend.",07/26/2018,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1532565071000,Yes,4928,Yes,,N/A,"[""Skip class? You won't pass."", 'Hilarious']",person,person
Mandatory,poor,good,poor,2,30353257,0,,awful,1,ECO365,Nothing is posted online on blackboard and prof doesn't not post any lecture notes. Midterms and exams entirely are based on class lecture and the textbook so go to the lectures or you have no clue what's going on in the class. Midterm and final exams are also quite difficult at low 60 averages but prof refuses to curve up any marks.,07/18/2018,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1531877774000,Yes,4928,No,,N/A,['Tough grader'],people,people
Not Mandatory,poor,good,poor,7,29777702,1,,awful,1,ECO359,Worst prof I've ever seen. He is so mean and rude in teaching and never consider for students. He taught the articles that outside the text book without provide them. Can't understand what he is talking about in the lecture. Just keep writing notes.,04/10/2018,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1523383239000,No,4928,Yes,,INC,"['Test heavy', 'Lecture heavy', ""Skip class? You won't pass.""]",person,people
N/A,poor,good,poor,6,29766823,3,,awful,1,ECO202,"Maybe the worst professor I've had. Rushes through lectures, copying straight from the textbook. Does not explain concepts well. Tests and Exams do not accurately cover main content. Focus is on insignificant details while he tries to trick you. Is not approachable and can be rude. Bad overall, avoid.",04/09/2018,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1523280020000,No,4928,Yes,,A-,[],people,people
