attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,good,average,1,26927952,0,,average,3,PSY290,"hardest psych course ive taken, & i got a 4.0 in psy202 (stats). way too much information to study so i ran out of time studying and didnt get to memorize my notes which is a big deal since the course is memorization based. the material isnt hard to understand but the course is hard because of all the stuff u need to know. tests 135 marks exam 150!",08/24/2016,5.0,5.0,,3,N/A,3.0,3.0,1,No,1472056019000,No,4928,Yes,,N/A,"['Accessible outside class', 'Lecture heavy', 'Test heavy']",people,person
Not Mandatory,average,good,average,4,26286595,0,,poor,2,PSY210,Her tests are very tricky. The short answer questions are always a surprise no matter how much you study and it's unclear what she expects from test answers. She reads right off the slides.,04/13/2016,5.0,5.0,,2,N/A,2.0,2.0,1,No,1460543752000,N/A,4928,Yes,,N/A,"['Tough grader', 'Get ready to read']",people,people
N/A,poor,good,poor,6,25984826,0,,awful,1,PSY210,"Read off the slides. Contributed very little of her own insight. Midterms were difficult, and expects you to memorize small, random details.",01/23/2016,5.0,5.0,,1,Meh,1.0,1.0,1,No,1453578894000,N/A,4928,Yes,,D+,"['Tough grader', 'Lecture heavy']",people,people
N/A,average,good,average,4,24498037,0,,average,3,PSY290,"She reads from the slides, word for word. Focuses mostly on rats and their sexual behaviors. Her tests have random questions. She shows no interest in the material. ",03/24/2015,4.0,4.0,,2,Low,2.5,2.5,1,No,1427237707000,N/A,4928,Yes,,B,['Tough grader'],people,people
Not Mandatory,good,good,good,2,23752926,3,,good,4,PSY398,"Don't know what all the fuss is about. Yes she's smart, nice & approachable but to be honest the tests were pure memorization. She actually took a small diagram from one of the homework articles and made it worth 10 marks on the test which she later took out because everyone failed it. Know everything for the tests is really an understatement.",11/05/2014,4.0,4.0,,4,Low,4.0,4.0,1,No,1415219576000,N/A,4928,Yes,,A-,"['Amazing lectures', ""Skip class? You won't pass."", 'Tough grader']",people,people
N/A,good,average,good,3,23563389,2,,awesome,5,PSY290,"Classes can seem a little boring but she does really try to make them interesting. She may seem a little intimidating from first glance and expects you to be knowing your stuff, but if you need ANY clarification especially on a one-on-one basis, she is AMAZING! Tests come mainly from lectures but don't rule out textbook! Fantastic prof!",08/28/2014,3.0,3.0,,5,Really into it,5.0,5.0,1,No,1409199964000,N/A,4928,N/A,,N/A,[],people,people
Mandatory,good,poor,good,3,22899617,3,,awesome,5,PSY398,"Prof Ahkbari is honestly amazing. She is extremely approachable and also gives many personal examples which I found to be extremely beneficial. She is also humorous, and did I mention she is a hottie. I honestly loved her, I really hope that one day she will achieve tenure. I received a 4.0 in her class, as a result of thorough efforts! Amazing!",03/10/2014,1.0,1.0,,5,Sorta interested,5.0,5.0,1,No,1394469036000,N/A,4928,N/A,,N/A,[],people,people
Mandatory,average,good,average,2,22704447,0,,poor,3,PSY395,"hated her class, she is not helpful at all and marks word by word and thats rediculous",01/06/2014,4.0,4.0,,1,Low,2.0,2.0,1,Yes,1389014438000,N/A,4928,N/A,,N/A,[],people,people
Not Mandatory,average,poor,average,2,22067383,0,,poor,2,PSY395,"No point being in her class, everything you can learn yourself in lecture. Seriously.",08/19/2013,1.0,1.0,,2,It's my life,2.0,2.0,1,No,1376943034000,N/A,4928,N/A,,C,[],people,people
N/A,good,average,good,0,22019587,2,,awesome,5,PSY398,"This professor is probably one of the best you'll get during your undergrad at UofT. Tests and exam are fair but can be tricky if you don't  have an interest in the subject. Don't have to attend class as the lecture slides are very clear and straight forward, but you'd really be missing out on a great lecture experience. And yes, she is hot.",08/02/2013,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1375446913000,N/A,4928,N/A,,N/A,[],people,people
