attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,average,good,average,0,17887985,0,,average,3,CLA335,Very knowledgeable about the topic. Straightforward ideas and concepts. Tests are extremely detailed and difficult. Tough marker. She has a great personality.,12/08/2010,5.0,5.0,,3,Really into it,3.0,3.0,1,Yes,1291823752000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,17884645,0,,awesome,5,CLA230,"She is my favorite professor. Her tests are intense as they require a lot of mem work but they are very fair. Go and see her in her office hours, she is a very sweet lady and interesting to talk to. Her final paper was a lot of work but worth it. I learned so much in this course, and enjoyed every min of it. TA Jessica did a great job",12/08/2010,5.0,5.0,,5,It's my life,5.0,5.0,1,Yes,1291794417000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,16554568,0,,good,5,CLA230,"She is like a high school teacher in that she presents everything very clearly with a slide show and all. Her tests are insane...if you cannot memorize the ENTIRE text book, including pictures and text documents within the text...you are basically skrewed! The tutorials are useless",12/14/2009,4.0,4.0,,3,Really into it,4.0,4.0,1,Yes,1260828745000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,16554560,0,,good,5,CLA230,"She is like a high school teacher in that she presents everything very clearly with a slide show and all. Her tests are insane...if you cannot memorize the ENTIRE text book, including pictures and text documents within the text...you are basically skrewed! The tutorials are useless..",12/14/2009,4.0,4.0,,3,Really into it,4.0,4.0,1,Yes,1260828718000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,16015886,0,,awesome,5,CLASSIC,"great professor. very helpful, understanding and fair.",07/05/2009,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1246822225000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,12839686,0,,awesome,5,CLA356,"She was a wonderful professor. She was informative and clear. Her material was helpful to me, even in graduate school. She is extremely smart and knowledgable about her subject area. I highly recommend her to anyone with an interest in Classics/history",02/02/2007,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1170419243000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,11998057,0,,awesome,5,CLA201,She is so brilliant and knows what she is talking about. She made the material come alive and was a great professor.,06/12/2006,3.0,3.0,,5,Sorta interested,5.0,5.0,1,N/A,1150141543000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,11863314,0,,awful,1,CLA201,No Comments,05/10/2006,4.0,4.0,,1,Really into it,1.0,1.0,1,N/A,1147286311000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,11831783,0,,average,2,CLA201,this class sucks and she marks like a villain...  PATH/(e)tic,05/05/2006,4.0,4.0,,4,Meh,3.0,3.0,1,N/A,1146855896000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,average,poor,0,11610605,0,,awful,1,CLA201,"This lady resembles a walking corpse. The lectures are absolutely useless & are reminiscent of a high-school classroom, complete with &quot;come to the board to take up the question&quot;. Lectures consist of her reading the textbook to the class.",03/24/2006,3.0,3.0,,1,It's my life,1.0,1.0,1,N/A,1143230189000,N/A,4928,N/A,,N/A,[],people,people
