attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,1,31866483,0,,awesome,5,SOC316,Prof Maurutto gives clear lectures and uploads the slides. The readings are not too heavy. She is really chill and will spend time to explain or discuss with you. Her TA though - tells you to keep it simple in the research piece but gives you bad mark for not explaining in depth,05/14/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1557813690000,Yes,4928,Yes,,N/A,"['Accessible outside class', 'Graded by few things']",people,person
N/A,good,average,good,2,23423142,1,,good,4,SOC205,"Good class overall. Lectures are clear and concise, although sometimes boring. Tests are all from lectures (be sure to focus on key concepts). Lots of assignments, but they were marked fairly. Assignments will probably bring your mark down so must optimize on the tests. Textbook and readings not necessary, just listen in class.",07/04/2014,2.0,2.0,,4,Sorta interested,4.0,4.0,1,No,1404493293000,N/A,4928,N/A,,N/A,[],person,people
Mandatory,good,average,good,5,23133749,0,,awesome,5,SOC205,"She is a great prof overall lectures are interesting and straight forward. However, the TA's during this particular session were extremely difficult in terms of marking. It seemed as if the TA were not being critical or providing constructive criticism of the students work, rather attacking the student on a personal level.",04/30/2014,2.0,2.0,,5,Sorta interested,5.0,5.0,1,No,1398879030000,N/A,4928,N/A,,B,[],people,people
N/A,good,average,good,4,22990790,0,,awesome,5,SOC205,"Very knoledgable, clear and informative! I look forward to going to class because I actually learn something. She also uses examples and shows videos to make things interesting. Exams are very fair. Take this class!",04/04/2014,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1396621559000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,poor,good,4,21572616,0,,awesome,5,SOC316,She is by far my favourite prof. There's no tricks and she doesn't deviate from the course material. Her lectures are focused and you can be sure they will be on tests/exams. The textbook helps but I only studied the lecture material and got over 80 on both the midterm and the exam! Just be sure to take really good notes during her lectures,04/21/2013,1.0,1.0,,5,It's my life,5.0,5.0,1,No,1366537145000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,poor,good,4,21504683,0,,awesome,5,SOC209,Amazing professor and is super nice!,04/09/2013,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1365467572000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,21318515,2,,awesome,5,PSY209H,"Took PSY209H last fall with her. not sure what other students are writing about absolutely having to go to school. Her lectures were on friday morning and so I hardly attended her classes and still managed to get an A. S/A ques do come out of her lectures, but she uploads her lecture notes. Also, textbook is the easiest I have ever read.",02/04/2013,2.0,2.0,,5,Meh,5.0,5.0,1,Yes,1359938387000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,2,21243626,0,,good,3,SOC209,"easy to listen to, and makes her lectures interesting. The material is boring but her voice helps keep you awake. Lectures are absolutely mandatory, all long answer questions for the test/exam come from there. In that way, she's predictable. Answers all questions, literally ALL!",01/10/2013,2.0,2.0,,4,Low,3.5,3.5,1,Yes,1357850224000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,2,20898281,0,,awesome,5,SOC209,"excellent! very passionate about what she teaches, can engage a class no problem, lots of real life examples, very through, helpful, i want to be just like her:)",11/27/2012,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1354053994000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,2,20858039,0,,awesome,5,SOC209,She is a darling lady who is an absolute pleasure to speak with outside of class. Attendance is mandatory--you must go to every class if you want to do well. Tests come more from the lectures than the textbook. The essay is the hardest part of this course. You really need to brush up on your writing skills for both the essay and the tests.,11/18/2012,2.0,2.0,,5,Really into it,5.0,5.0,1,Yes,1353255077000,N/A,4928,N/A,,N/A,[],people,people
