attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,average,good,average,0,21829512,0,,poor,2,ENG363Y,"If you want to get good grades, take good notes of her boring and digressive speeches, read and understand her difficult reading selections, participate a lot in class to the point that she memorizes your name, and write professional essays. She wasn't very helpful when I went to her office hr to get her advice. Bare with her, then you may do well.",05/26/2013,5.0,5.0,,2,Low,2.0,2.0,1,Yes,1369591428000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,17080658,0,,average,3,ENG250,"Participate, Participate, Participate. Can NOT stress that enough! She focused a lot on the History as the influence of the books, so be prepared. I guarantee you this will be a very very hard class.",04/28/2010,5.0,5.0,,3,Low,3.0,3.0,1,Yes,1272493517000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,13034761,0,,awful,1,ENG358,"BEWARE!!! I am an A- / B+ student. I was enthusiastic upon entering this class. I attended lectures weekly and did all the assigned reading. I didn't participate as much as I could have. I left the class with a C, my lowest university mark EVER. She is unfair and unreasonable. I'm getting A's and A+'s on other papers this term, I got a C with her.",04/19/2007,5.0,5.0,,1,Sorta interested,1.0,1.0,1,Yes,1176996563000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,12912903,0,,awful,1,AMERILIT,Awful professor. Judgemental of students with laptops. Teaches more history than analysis of the text. Impossible marker. More than 50% of the class got below a C on papers.,03/10/2007,5.0,5.0,,1,Meh,1.0,1.0,1,Yes,1173488600000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,poor,0,12420817,0,,poor,2,AMERILITE,"I don't find her interesting at all. There is no variety in her teaching method to make the class more engaging, and when people don't participate she gets angry at the students. I believe that considering how much we pay for tution we should make our own decision whether or not we want to participate, and she should get the stick out of her butt.",11/15/2006,4.0,4.0,,1,Really into it,1.5,1.5,3,Yes,1163591680000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,12272243,0,,awesome,4,ENG250,"Best professor I've ever had. Not only is she brilliant--she actually knows how to teach. She sets a high bar and pushes you to go beyond boundaries you've set for yourself. If you want a great experience and are actually interested in the subject matter, you'll enjoy her class. Participation counts big time--give more, get more.",10/08/2006,4.0,4.0,,5,Really into it,4.5,4.5,1,Yes,1160277150000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,average,0,11999483,0,,poor,1,ENGLISH,"To the person one below.. What goes around comes around.. If you want to judge people and tell them that there needs to be ppl to fulfill low end jobs because they cant understand this Prof then maybe your one of them to be fulfilling the spots.. Dont try to make lies... This Prof is wierd,  You bascially need a dictionary to read her essy question",06/13/2006,5.0,5.0,,3,Low,2.0,2.0,1,N/A,1150182887000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,11927719,0,,good,3,ENG,No Comments,05/22/2006,5.0,5.0,,4,Sorta interested,3.5,3.5,3,N/A,1148327029000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,11688208,0,,average,3,ENG958,"ANYONE WHO COMPLAINS ABOUT THIS PROF IS A LAZY SUCK AND HAS NO PLACE IN UNIVERSITY. IF YOUR SKILLS LACK, GET A JOB!!! DONT BLAME YOUR MEDIOCRITY ON HER - SOMEONE HAS TO FILL LOW END JOBS...BE ALL THAT YOU CAN BE!!!",04/10/2006,4.0,4.0,,3,It's my life,3.0,3.0,3,N/A,1144703258000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,average,poor,0,11301446,0,,awful,1,AMERICANLIT,"The absolute worst prof I have ever had. She has favourites.  If you don't talk in class, you'll probably get a bad mark.  If you want a good mark, don't worry about doing your work, just check sparknotes and suck up.",01/04/2006,3.0,3.0,,1,Meh,1.0,1.0,1,N/A,1136386840000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,2467006,0,,good,4,ENG250,"Very nice to talk to, BUT beware, she bell curves and marks unfairly.",09/13/2004,5.0,5.0,,4,Sorta interested,4.0,4.0,1,N/A,1095076871000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,poor,good,0,2410175,0,,awesome,5,ENG250,"She was an awesome teacher. Always seemed to want to help, and offered to look over essays before handing them in. She requires a lot of knowledge about quotes meaning reading the texts are pretty much essential to perfect her class.",08/23/2004,1.0,1.0,,5,N/A,5.0,5.0,1,N/A,1093267356000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,1991566,0,,awesome,4,ENG250,"Great prof very knowledgeable.  Accessable, enjoyable speaking style and very concise.  You have to read the texts to get into her lectures, but she is very interactive and encouraging.",04/19/2004,3.0,3.0,,5,N/A,4.5,4.5,1,N/A,1082415853000,N/A,4928,N/A,,N/A,[],people,people
