attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,good,good,0,32062349,0,,awesome,5,SOC326,Best professor I had ever had at utm. He actually cares about your success as a student and is more than happy to accommodate lectures or tests for personal conflicts.,06/27/2019,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1561643943000,Yes,4928,Yes,,A+,"['Gives good feedback', 'Clear grading criteria', 'Caring']",people,people
Mandatory,good,good,good,1,31355691,2,,awesome,5,SOC216,"Hes one of the few lecturers left at UTM that cares about his students. Yes his lectures are 100% mandatory, but if you are actively listening he repeats key concepts and puts a verbal emphasis. Hes a prof that its straight forward and testing, nothing is a surprise. Success is inevitable in his course if you put a shred of effort in.",02/13/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1550027805000,Yes,4928,Yes,,A,"['Caring', ""Skip class? You won't pass."", 'Clear grading criteria']",people,person
Mandatory,average,good,average,1,30780434,0,,average,3,SOC216,"Overall Professor Levinsky is an okay choice for a professor. You can tell he cares about his students. With that being said, his lectures can be difficult to follow, and he gets so deep into the concepts some things really seem irrelevant. Assignments/tests are difficult, but some of them are kinda fun, such as the Courtroom Ethnography.",11/26/2018,4.0,4.0,,3,N/A,3.0,3.0,1,Yes,1543227796000,Yes,4928,Yes,,A-,"['Lecture heavy', ""Skip class? You won't pass.""]",people,person
Not Mandatory,good,average,good,2,29641661,1,,awesome,5,SOC316,"Apparently, Levinsky got some bad ratings recently. He is the kind of professor who will be rated outstanding by those who actually want to learn, who like to be challenged and who want to engage in critical thinking. For you it will be a walk in the park. Those who want to memorize regurgitate a textbook, do not choose his classes!",03/10/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1520724306000,Yes,4928,Yes,,A+,"['Inspirational', 'Accessible outside class', 'Amazing lectures']",person,people
Mandatory,poor,good,poor,3,29538881,1,,awful,1,SOC310,"This prof, uses no text book and assigns heavy readings every week. With the mid-term and final exam, you're expected to draw inferences from the readings and provide essay-style answers. His lectures do not do a good job of indicating where to focus during readings",02/05/2018,5.0,5.0,,1,N/A,1.0,1.0,1,No,1517865309000,No,4928,Yes,,N/A,"['Tough grader', 'Get ready to read']",person,people
N/A,poor,good,poor,2,26952651,1,,awful,1,SOC316,He okay but not clear disorganized and hard to follow at times. Nice prof if talk to after class.,09/03/2016,4.0,4.0,,1,N/A,1.0,1.0,1,No,1472902526000,No,4928,Yes,,N/A,['Tough grader'],person,people
N/A,poor,good,poor,1,26952638,0,,awful,1,SOC301,Very disorganized I finded him confusing in lecture.,09/03/2016,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1472902110000,No,4928,Yes,,N/A,[],people,person
Mandatory,good,average,good,1,26847313,1,,good,4,SOC301,"he's tough but worth the pain. really chill, laid back guy who's actually really fun to talk to once you take the chance. readings are everything but lectures really help clarify it all. you won't like him if you're taking the class to sleep through, he makes you work and it feels damn good when you get that a in the end.",07/30/2016,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1469880884000,Yes,4928,Yes,,A-,"['Accessible outside class', 'Get ready to read', 'Caring']",person,person
Mandatory,average,average,average,0,26312334,1,,average,3,SOC323,"Had class with him about 3 times and hated him at first. My last two classes with him were more successful because I learned his teaching style and what he expected. His lectures are long and sometimes did not help me, but the readings are key! He looks more for analyzing rather than summarizing readings for assignments and tests! Not easy or hard.",04/17/2016,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1460881519000,Yes,4928,Yes,,B+,"['Get ready to read', 'Lecture heavy']",person,people
N/A,poor,good,poor,5,26274533,1,,awful,1,YOUTHCRIME3,"I would not recommend him. I am not a bitter student. I just want to warn my fellow peers in academia of Levinsky. He is not clear at all, very choppy no linear progression of his lectures. Even lectures on his own research area are terribly unclear. I constantly found myself needing to consult outside research to gain clarity on his points.",04/11/2016,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1460411106000,N/A,4928,Yes,,N/A,"['Lecture heavy', 'Tough grader', ""Skip class? You won't pass.""]",person,people
Mandatory,good,average,good,1,26228286,3,,good,4,SOC323,"He is a great professor! Focus on what he says about the readings, he explains them thoroughly and makes them relatable to real life situations. 2 test and 2 assignments, no final exam. Best structure in terms of workload and the assignments allow for creative thinking which is refreshing. Focus on what he says about the readings and youll do well.",04/04/2016,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1459788145000,N/A,4928,Yes,,A,"['EXTRA CREDIT', ""Skip class? You won't pass."", 'Get ready to read']",people,person
Mandatory,average,good,average,2,25103822,4,,average,2,SOC323,"From what I've seen, the only people that complain or do bad in his class are the people who skip a lot and are expecting an easy class. All you literally need to do is pay attention to his lectures, everything on the test is from lecture itself. Got a 90 just doing this. He's very intelligent, those who aren't won't like him. ",08/08/2015,4.0,4.0,,3,Really into it,2.5,2.5,1,Yes,1439048172000,N/A,4928,Yes,,A+,"['Lots of homework', ""Skip class? You won't pass.""]",people,people
Not Mandatory,poor,good,poor,2,24335267,1,,awful,1,SOC305,"Easily and by far the most insufferable course I took in my criminology major.  The course is called ""Theories in Criminology""; however all he ever seemed to focus on was his own researchinterests (which I found boring and mostly irrelevant to the course).  I would not recommend this professor.    ",01/27/2015,5.0,5.0,,1,Meh,1.0,1.0,1,Yes,1422357111000,N/A,4928,Yes,,B,[],person,people
N/A,average,good,average,0,23631412,2,,average,3,SOC209,I hated his hat. The assignment was a huge pain.  Tests was easy - he tells you what to focus on. The exam was unnecessarily long and should not have been cumulative. ,10/05/2014,4.0,4.0,,3,Sorta interested,3.0,3.0,1,Yes,1412547664000,N/A,4928,Yes,,N/A,"['Lots of homework', 'Tough grader']",people,people
N/A,good,good,good,1,21978387,5,,good,4,SOC310,"He was a great prof, the class requires effort which people don't like, it is university... For projects I put hours into them because he made them so interesting and you could throw in some personal opinion. Opposed to other Sociology profs who are 'open minded' but beware of straying from their opinion because your grade goes south.",07/18/2013,4.0,4.0,,4,Sorta interested,4.0,4.0,1,Yes,1374148602000,N/A,4928,N/A,,N/A,[],people,person
