attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,poor,good,poor,0,21548697,0,,awful,1,MUS325,"Very poorly taught. An absolute mess - lectures had no direction, slides were barely used, and I did not feel adequately prepared for the midterm or exam, both of which asked too many questions for the two hours we were provided. Not recommended at all. Should probably stick to her research.",04/16/2013,4.0,4.0,,1,Low,1.0,1.0,1,No,1366155681000,N/A,4919,N/A,,N/A,[],people,people
N/A,good,average,average,0,19217948,0,,average,4,OPERA300Y,"A very poorly taught course by a professor who assigned material that would benefit her career. She lost my essay, assigned acts of opera that did not exist and was not familiar with the operas studied. Dull and inefficient. Mandatory trip to an expensive opera, not listed in the course description. I would not take a course with her ever again.",11/11/2011,3.0,3.0,,1,It's my life,2.5,2.5,1,No,1321022978000,N/A,4919,N/A,,N/A,[],people,people
N/A,good,average,good,0,12402038,0,,good,4,VPA005,Excellent prof. Very knowledgeable.,11/12/2006,3.0,3.0,,4,It's my life,4.0,4.0,1,Yes,1163371255000,N/A,4919,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,12219318,0,,awful,1,VPA05,Wicked witch of the east...,09/07/2006,4.0,4.0,,1,Meh,1.0,1.0,1,No,1157663442000,N/A,4919,N/A,,N/A,[],people,people
N/A,good,average,good,0,12137936,0,,awesome,4,VPAA05VPMS,"I initially thought she was a really boring prof, but after taking a few other classes with her, you realize that she does examine things in depth, and you really have to look past what she is saying to completely understand- the fact that she works more of a guide to the material, and lets the students make the points and conclusions is art.",08/07/2006,2.0,2.0,,5,Sorta interested,4.5,4.5,1,N/A,1154965261000,N/A,4919,N/A,,N/A,[],people,people
N/A,poor,average,poor,0,11475279,1,,awful,1,VPAA05,"I guess if I took her Opera class, I'd like her more. And yeah. She's boring as hell. She doesn't add anything to the readings. But then the course itself is gonna be difficult to teach since it's new and shaky. Whatever. I never came to class, and if I did I slept. BUT, go to the lecture that Trish Lamie is guest-professoring at. I missed it :(",02/10/2006,2.0,2.0,,1,Really into it,1.0,1.0,1,N/A,1139615059000,N/A,4919,N/A,,N/A,[],person,people
N/A,poor,good,poor,0,11371341,0,,awful,1,VPAA05,"SHE'S CRAZY! I love art and am very interested in it but she managed to ruin it for me so bad that I never took any course in that discpline again. You will hate her and the way she teaches the course because she'll drive you NUTS. She's very narrow-minded and does not know how to work any of the equipment in her class. Generally, NOT RECOMMANDED!",01/16/2006,5.0,5.0,,1,It's my life,1.0,1.0,1,N/A,1137432267000,N/A,4919,N/A,,N/A,[],people,people
N/A,average,poor,poor,0,10559863,0,,poor,2,COLLAB,it was so boring it wasn't even funny.  the readings couldn't even hold my attention for more then 2 minutes.  and lectures... just boring... overall a dud course...,10/06/2005,1.0,1.0,,1,Meh,1.5,1.5,1,N/A,1128617854000,N/A,4919,N/A,,N/A,[],people,people
N/A,poor,poor,poor,0,10553750,0,,awful,1,VPAA05H3,"She is deluded, I think she found her muse while smoking a crack pipe out back…Horrible communication skills & her teaching style is bias only focusing on music & completely ignoring the other art sectors.. u know it’s bad when people were ordering pizza in class, throwing apples and other unmentionables at her, god UTSC, we are all so brilliant!",10/05/2005,1.0,1.0,,1,Sorta interested,1.0,1.0,1,N/A,1128501169000,N/A,4919,N/A,,N/A,[],people,people
N/A,good,poor,good,0,10445544,0,,good,5,VPAA01,"Unlike most of my profs, I really like her. She seems pretty easy and I really enjoy her lectures.",09/25/2005,1.0,1.0,,3,Sorta interested,4.0,4.0,1,N/A,1127611551000,N/A,4919,N/A,,N/A,[],people,people
