attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,good,average,0,32867224,0,,poor,2,BIOC14,"he is so boring, I can't",01/25/2020,4.0,4.0,,2,N/A,2.0,2.0,1,No,1579972884000,No,4919,Yes,,N/A,[],people,people
Mandatory,good,average,good,0,32171267,0,,awesome,5,BIOD19,"Amazing professor, very knowledgeable and understanding when it comes to course material and content. He understands what it means to be a student , especially at UofT. Going to office hours to ask for help with presentations can bump you to a high 4.0. One of the best professors at UTSC - his courses fill up quickly and have large wait-lists.",08/14/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1565757168000,Yes,4919,Yes,,A+,"['Accessible outside class', 'Respected', 'Group projects']",people,people
Mandatory,good,average,good,0,32049781,0,,awesome,5,BIOC14,"Read and go to the lectures, remember the slides, go to tutorial and participate - you'll leave with a 4.0. The exams range from broad knowledge to small details. It's fair, plus the tutorials are easy marks. Topics range from neuroscience, to behavioral psych, to genetics. Very interesting if you're into those.",06/22/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1561202622000,Yes,4919,Yes,,A+,['Participation matters'],people,people
Mandatory,good,average,good,7,30301361,3,,awesome,5,BIOC14H3,"One of the best and easiest biology courses at UTSC - IF you put in the work. Go to class, office hours. You HAVE to learn the little details. The course takes information from various sub-disciplines in biology (neuroanatomy, physiology, neuroscience), so you have to keep up with it. He listens in office hours, and is receptive to questions.",06/27/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1530107727000,Yes,4919,Yes,,A+,"['Lecture heavy', 'Accessible outside class', 'Graded by few things']",people,people
Mandatory,good,good,good,4,29540609,3,,awesome,5,BIOC14H3,One of my favourite classes. Need to attend classes to listen to lecture to hear what hes focusing on ( helpful for exams). He emailed me back quickly answering any questions I had. Great prof &#55357;&#56397;&#55356;&#57340;,02/06/2018,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1517921364000,Yes,4919,Yes,,N/A,"['Inspirational', ""Skip class? You won't pass."", 'Accessible outside class']",people,people
Mandatory,poor,good,poor,0,26170338,6,,awful,1,BIOC14,"Uninspiring professor, poorly structured class",03/22/2016,4.0,4.0,,1,Meh,1.0,1.0,3,No,1458656586000,N/A,4919,Yes,,B+,[],people,people
Mandatory,good,average,good,6,24939186,0,,awesome,4,BIOC14,"Awesome class, I learned a lot. Dr. McGowan is a good teacher, he kept things interesting and was open to our questions. ",06/04/2015,3.0,3.0,,5,Really into it,4.5,4.5,1,Yes,1433462112000,N/A,4919,Yes,,B+,"['Respected', 'Caring', 'Amazing lectures']",people,people
N/A,good,average,good,9,24670915,0,,awesome,5,BIOC14,"No textbook, everything is lecture-based which is AWESOME. Goes into necessary details for our understanding and keeps material light. VERY understanding, he's the BOMB(dot)COM TUTORIALS BOOSTS OVERALL GPA for the course,  do well in them (incl. written assignments and presentations with fair questions asked). ",04/26/2015,2.0,2.0,,4,It's my life,4.5,4.5,1,No,1430033514000,N/A,4919,Yes,,N/A,"['Amazing lectures', 'Respected', ""Skip class? You won't pass.""]",people,people
N/A,good,good,good,10,24574379,0,,awesome,4,BIOC14,"Great class, learned a lot. Dr. McGowan was a good teacher. He always emailed me back promptly if I had questions. Favourite class this semester. ",04/10/2015,4.0,4.0,,5,Really into it,4.5,4.5,1,Yes,1428661761000,N/A,4919,Yes,,N/A,"['Gives good feedback', 'Caring', ""Skip class? You won't pass.""]",people,people
N/A,good,poor,good,12,24299345,1,,awesome,5,BIOC14,One of my favorite classes at UTSC! If you did bad on the final you didn't study. All the information comes straight out of the lectures and slides. No problem if you go to class and take notes...,01/16/2015,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1421445874000,N/A,4919,Yes,,N/A,[],person,people
Mandatory,good,poor,good,11,24299312,1,,awesome,5,BIOC14,Great prof. Helpful and clear ,01/16/2015,1.0,1.0,,5,Sorta interested,5.0,5.0,1,Yes,1421445081000,N/A,4919,Yes,,N/A,[],person,people
N/A,good,poor,good,11,24272391,0,,awesome,5,BIO,Exams were not the easiest but easy if you listened to what was emphasized in lectures rather than just studying the slides. Textbook was useful but had many details that were not really tested on the exams Tutorials were great as well for learning the material in detail ,01/12/2015,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1421064372000,N/A,4919,N/A,,N/A,[],people,people
N/A,good,poor,good,9,24272352,0,,awesome,5,BIOC14H3,"Class was okay if you attended lectures Material was straight forward and linked with other classes such as neuroscience, psychology, cell-molecular biology Tutorials helped learn material for exams  ",01/12/2015,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1421064127000,N/A,4919,N/A,,N/A,[],people,people
Mandatory,poor,good,poor,0,24252317,14,,awful,1,BIOC14H3,One of the worse courses that I ever took based on what I had experienced Too much detail tested and also too much information covered in the class and hard to know what to study for.  Articles were not even that straight forward to follow and exam question tested on these articles were very confusing. Tutorials were no help either. Good luck!! ,01/08/2015,5.0,5.0,,1,Meh,1.0,1.0,3,No,1420700507000,N/A,4919,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,24250346,12,,awful,1,BIOC14H3,Class was mandatory to attend for minor details.  Too much information was covered (too much different kinds of topics in one course) and takes away from studying other courses.  Tutorials were not necessary for exams. Good luck!!  ,01/07/2015,5.0,5.0,,1,Meh,1.0,1.0,3,Yes,1420664482000,N/A,4919,N/A,,N/A,[],people,people
N/A,poor,good,poor,2,24250316,13,,awful,1,BIOC14H3,"This class covered way too much details about different fields and did not focus on one particular field (had neuroscience, psychology, sociology etc.) and there was way too much to know for the final exam. Also the final was cumulative and there was too much information that was tested and you marks will definitely drop. Good luck.",01/07/2015,5.0,5.0,,1,Meh,1.0,1.0,3,Yes,1420664238000,N/A,4919,N/A,,N/A,[],people,people
N/A,average,good,average,0,24228883,11,,average,2,BIOC14H3,Too many details tested required to know from going to class. Based on textbook readings and what was discussed in class that was easily missed by students. Hard to grasp the bigger picture or main idea for the articles. Group tutorials good to facilitate learning the material in the course but not useful studying for the exams.,01/05/2015,4.0,4.0,,3,Low,2.5,2.5,1,Yes,1420439946000,N/A,4919,N/A,,N/A,[],people,people
Mandatory,poor,good,poor,0,24226513,12,,awful,1,BIOC14H3,This class was more based on what was being said in lectures and very minor details that were not easy to recall on exams. These details were not even emphasized in the slides or in the textbook. Very hard to ace the course. Tutorial questions were not really good preparation for the exam and were actually pointless.  ,01/04/2015,5.0,5.0,,1,Meh,1.0,1.0,3,Yes,1420403885000,N/A,4919,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,24226436,12,,awful,1,BIOC14H3,Exams were not really based on lecture slides. You had to focus on details that were either talked about in lecture or in the text book which was not very easy to recall. Also the questions for the tutorials were not very useful for the exam.  Presentations marks and group tutorials were not so good either and didnt see the point in having them.,01/04/2015,5.0,5.0,,1,Meh,1.0,1.0,1,Yes,1420403008000,N/A,4919,N/A,,N/A,[],people,people
N/A,good,average,average,10,22735734,0,,good,4,BIOC14H3,"The material in this course is very light compared to most biology courses. Its easy to study but he tests on small details (like dates, certain statistics, names). You need to go to class and write down what he adds to each slide. Exams are alright. Presentations were easy. You do about three mini presentations throughout the semester. Good Luck!",01/11/2014,3.0,3.0,,3,Really into it,3.5,3.5,1,Yes,1389448412000,N/A,4919,N/A,,N/A,[],people,people
