attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,poor,good,poor,1,32897172,0,,awful,1,PSYC2022M,"Worst &quot;professor&quot; I've ever had. She does not teach, but simply reads her slides and then asks &quot;is everyone OK?&quot;, constantly. She doesn't upload the slides saying it &quot;helps&quot; students. I only had 4 lectures with her, and I didn't learn anything. After class, a TA did a tutorial for 1 hour, and I learned more from him than the entire course, so far.",02/07/2020,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1581116116000,No,4919,Yes,,INC,"['Clear grading criteria', 'Lots of homework', 'Hilarious']",people,person
Mandatory,poor,average,poor,1,32168806,0,,awful,1,PSYC37,A lot of her test questions did not come from either the book or slides. She is unapproachable for questions. Would def avoid in the future.,08/13/2019,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1565697147000,No,4919,Yes,,N/A,"['Participation matters', 'Get ready to read', ""Skip class? You won't pass.""]",people,person
Mandatory,poor,good,poor,8,31246039,0,,awful,1,PSYC37,"Uploads incomplete slides, claiming that no one will come to class if they have to full slides. Refuses to accommodate learning disabilities. When full slides were requested as an accommodation, she refused, threatening to stop uploading slides for everyone altogether to &quot;level the playing field&quot;",01/11/2019,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1547244997000,No,4919,Yes,,N/A,"['Participation matters', 'Tough grader', ""Skip class? You won't pass.""]",people,people
N/A,poor,good,poor,6,30953344,0,,awful,1,PSYB30,"She's the worst professor I've had throughout University. She reads off her slides word for word and does not upload them online. She reads in a completely monotone voice and sounds like she hates teaching. When I asked her a question for clarification after class she not only didn't clarify anything, but was unnecessarily rude.",12/10/2018,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1544474158000,No,4919,Yes,,N/A,"['Get ready to read', 'Graded by few things']",people,people
Mandatory,good,average,good,2,30833017,10,,awesome,5,PSYD33,Amazing Professor! Truly respected,12/01/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1543687283000,Yes,4919,No,,A,"['Hilarious', 'Respected', 'Participation matters']",people,people
N/A,poor,average,poor,6,30490124,3,online,awful,1,PSYB30,"In almost every lecture, Prof. Fiksenbaum read word-for-word from her powerpoint slides, which were copied directly from the textbook. Just read the textbook and you'll get the exact same information. She also tests you on Youtube videos played during lectures. So make sure to watch them in addition to reading the textbook.",09/09/2018,2.0,2.0,,1,N/A,1.0,1.0,1,Yes,1536456314000,No,4919,Yes,,N/A,"['Graded by few things', 'Get ready to read']",people,people
Mandatory,poor,good,poor,6,30444090,1,,awful,1,PSYB30,"Professor purposefully removes slides before posting them, requires you to watch the lecture and copy whats missing. She does this even for online courses where the recording doesn't always show the lecture slides. Course content is way too detail oriented especially with concepts that are antiquated and irrelevant. Awful professor.",08/18/2018,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1534624349000,No,4919,Yes,,N/A,"[""Skip class? You won't pass."", 'Graded by few things', 'Lecture heavy']",person,people
Mandatory,good,average,good,4,30042571,10,,good,4,PSYC08,A fairly good professor with regards to teaching. Has improved from PSYB20 which I took a few semesters back. Only gripe is that her actual grading criteria is all over the place since the TAs mark based on their own criteria which can differ from what she says and the other TAs. She should also make sure the same time is given in all exam rooms.,05/09/2018,3.0,3.0,,4,N/A,4.0,4.0,1,No,1525884857000,Yes,4919,Yes,,A+,"['Lecture heavy', 'Clear grading criteria', 'Graded by few things']",people,people
Mandatory,good,good,good,0,30027422,11,,good,4,PSYC08,"While I acknowledge certain issues, it's clear she knows quite a bit about stats. Her midterm was more application based and the final felt more conceptual, and was far easier. Also you'll never find testbanks for this class, her exams are made from scratch.",05/08/2018,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1525798282000,Yes,4919,Yes,,A-,"['Lots of homework', 'Test heavy', ""Skip class? You won't pass.""]",people,people
Mandatory,good,average,good,3,29950246,12,,good,4,C08,"i thought this course was going to be hard but honestly it wasn't too bad if you put in the work. if you are hoping for an easy course, you should shop around. her lectures were clear, easy to follow and understand. she had a review for the mid term and there were no surprises on the final.I can honestly say that I understand statistics now.",05/01/2018,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1525197033000,Yes,4919,Yes,,N/A,['Beware of pop quizzes'],people,people
Not Mandatory,average,average,average,2,29944802,10,,average,3,PSYB30,"Lisa is honestly not that bad. Her questions are not hard because most of them are application based. As long as you read the textbook, understand the concepts, you will be fine.",05/01/2018,2.0,2.0,,3,N/A,3.0,3.0,1,Yes,1525173269000,Yes,4919,Yes,,A+,['Get ready to read'],people,people
