attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,good,average,0,32819139,0,,poor,2,CSCA67,"Terrible prof, rushed the end of the course and tested heavily with that material on final exam",01/10/2020,5.0,5.0,,2,N/A,2.0,2.0,1,No,1578628066000,No,4919,No,,B,"[""Skip class? You won't pass."", 'Tough grader', 'Lots of homework']",people,people
Not Mandatory,good,average,good,1,32241054,0,,awesome,5,CSCA08H3,"Prof. Anya is very knowledgeable and accessible outside class. She holds plenty of office hours, cares about students' mental health, makes sure we understand the material, gives us plenty of time to ask questions, and tries her best to help students learn without overwhelming us with work. Also, her lectures are super interesting and never boring.",09/23/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1569210649000,Yes,4919,Yes,,Not sure yet,"['Caring', 'Hilarious', 'Accessible outside class']",people,person
Not Mandatory,good,average,good,8,31271455,1,,awesome,5,CSCA08,"She's the GOAT. Uploaded our final exam on crowdmark so we didn't have to pay to see it. When there was a mistake regarding marking, she made sure students never lost marks over this and only gained marks once the mistake was corrected. Extremely approachable and active on Piazza.",01/17/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1547684197000,Yes,4919,Yes,,A,"['Caring', ""Skip class? You won't pass."", 'Accessible outside class']",person,people
Mandatory,good,average,good,4,31160460,0,,awesome,5,CSCA08,"Anya is amazing, her lectures are always interesting and never dry and boring. She also provides lots of help, she has 20+ office hours in total scheduled per week (her &amp; TAs). The assignments really make you think and checks your understanding of the material. Her tests are fair if you studied. The one con is that she missed quite a few lectures.",12/27/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1545880195000,Yes,4919,Yes,,A+,"['Tough grader', 'Accessible outside class', 'Inspirational']",people,people
Mandatory,good,poor,good,2,31148055,0,,awesome,5,CSCA08,She was really nice and would spend time outside of class helping us with different things. She seemed like she really cared that we understood the material and gave us lots of help if needed. She also made the lectures interesting.,12/24/2018,1.0,1.0,,5,N/A,5.0,5.0,1,No,1545625623000,Yes,4919,Yes,,A,"['Accessible outside class', 'Clear grading criteria', 'Gives good feedback']",people,people
Not Mandatory,poor,average,poor,7,31144132,9,,awful,1,CSCA08,"Severe punctuality issues on top of empty promises. Poor course design, just awful. Promises the release marks and assignments within a certain timeframe, this never came true and it wasn't even close. An astounding amount of ambiguity in her assignments. Multiple choice is the hardest part of her exams. Pure factoids very little application.",12/23/2018,2.0,2.0,,1,N/A,1.0,1.0,1,No,1545558360000,No,4919,Yes,,A,['Graded by few things'],people,people
Mandatory,good,average,good,8,30771680,5,,awesome,5,CSCA08,"Anya is doing a great job teaching us first years. She explains concepts clearly, very caring for her students, and just a nice prof overall.",11/22/2018,2.0,2.0,,5,N/A,5.0,5.0,1,No,1542916455000,Yes,4919,Yes,,A,"['Caring', 'Participation matters']",people,people
Not Mandatory,good,average,good,7,30563950,3,,awesome,5,CSCA08,She was a really great prof . Definitely recommend her class,10/12/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1539339650000,Yes,4919,Yes,,N/A,"['Accessible outside class', 'Hilarious', 'Respected']",people,people
N/A,good,good,good,2,29398986,1,,awesome,5,CSCC01,"Felt way too much work at the time, but now I see it was pretty much the only useful course they taught.",01/06/2018,4.0,4.0,,5,N/A,5.0,5.0,1,No,1515205967000,Yes,4919,Yes,,A-,"['Amazing lectures', 'Lots of homework']",person,people
Not Mandatory,good,good,good,4,27622252,2,,awesome,5,CSCB07,"An amazing professor who really knows her stuff. I can understand if not everyone likes her. She gives pretty tight deadlines, but it does ensure that you are prepared for upper years and working in the industry. She is really nice.",12/25/2016,4.0,4.0,,5,N/A,5.0,5.0,1,No,1482705554000,Yes,4919,Yes,,A,"['Tough grader', 'Group projects', 'Inspirational']",people,people
Not Mandatory,good,good,good,3,26011833,1,,good,4,CSCB07,BEAWARE! She gives A LOT of stuff to do on when you least expect it! Plan your time wisely!,01/30/2016,4.0,4.0,,4,It's my life,4.0,4.0,1,No,1454178458000,N/A,4919,Yes,,A-,"['Tough grader', 'Lots of homework', 'Group projects']",person,people
N/A,poor,good,poor,3,25644205,5,,awful,1,CSCC01,She could not explain anything clearly but she gives very hard tests. ,12/11/2015,5.0,5.0,,1,Meh,1.0,1.0,1,No,1449832435000,N/A,4919,N/A,,N/A,['Tough grader'],people,people
Not Mandatory,average,average,average,7,25227265,1,,average,3,CSCC24,"C24 is inherently a fast course. We learnt Scheme, Haskell, and Prolog. Prolog was very short and a bit abrupt. Most of the time spent was on Haskell which is one of the important languages in functional programming. We also went back to Python and Java and related the concepts being learnt to these languages. This course make you think!",10/05/2015,3.0,3.0,,3,Sorta interested,3.0,3.0,1,No,1444004636000,N/A,4919,N/A,,B,"['Lots of homework', 'Tough grader', 'Participation matters']",person,people
