attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,32822540,0,,awesome,5,LINB10,"Safieh is the best teacher I've had, ever. She intimidated me at first, but I got to know that she's a very understanding and overall wonderful person. She makes everything as clear as she possibly can without spoonfeeding you. I absolutley recommend taking her classes 110%.",01/11/2020,3.0,3.0,,5,N/A,5.0,5.0,1,No,1578709111000,Yes,4919,Yes,,Not sure yet,"['Accessible outside class', 'Respected', 'Clear grading criteria']",people,people
Not Mandatory,good,average,good,0,32815836,0,,good,4,LINA01,"easy courses if you put in a little effort. The content itself is not hard BUT she ALWAYS releases her final grades late, like 1 week into the next semester",01/09/2020,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1578585969000,No,4919,Yes,,N/A,[],people,people
Not Mandatory,poor,average,poor,0,32607264,0,,awful,1,LINA01,Lectures were clear but material was very dull. Have to stay on top of the lecture material as there are three quizzes and assignments which are challenging. Also have to complete TopHat and Tutorial Homework. Exams were fair,12/11/2019,3.0,3.0,,1,N/A,1.0,1.0,1,No,1576053643000,No,4919,Yes,,N/A,"['Lots of homework', 'Tough grader']",people,people
Not Mandatory,good,good,good,0,32460437,0,,good,4,LINA01,She explains everything v well. Makes sure you understand everything. Is very funny and keeps the class laughing.,11/22/2019,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1574385352000,No,4919,Yes,,Not sure yet,"['Lots of homework', 'Accessible outside class', 'Clear grading criteria']",people,people
Not Mandatory,good,average,good,0,32254767,0,,awesome,5,LINA01,She is a cool professor but her assignments are challenging.,09/30/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1569881742000,Yes,4919,Yes,,A,[],people,people
Mandatory,good,average,good,0,32188335,0,,awesome,5,LINA01,"Safieh goes at a pace that allow students to understand everything that she is doing. She makes sure that you understand topics before moving on to a new one. In lecture, she provides many examples which help a lot. She also provides bonuses for those that attend lectures through giving quiz/assignment answers or actual bonus marks. Super funny!",08/21/2019,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1566410474000,Yes,4919,Yes,,A+,"['Amazing lectures', 'Hilarious', 'Accessible outside class']",people,people
N/A,good,good,good,0,32184836,0,online,good,4,LINB18,"I took LINB18 with her. The course content in general is pretty straight forward. You definitely do need to work for your mark as there are a lot of little assignments, quizzes and discussion questions to keep up with. However, as a prof I find her to be pretty clear in describing the concepts. Sometimes her quizzes and assignments can be hard",08/20/2019,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1566282247000,Yes,4919,Yes,,N/A,"['Participation matters', 'Get ready to read', 'Lots of homework']",people,people
Mandatory,poor,good,poor,0,32040814,2,,awful,1,LINA01,"The course was supposed to be super bird but guess what, it was the EXACT OPPOSITE! A lot of content to memorize and quite a few quizzes, assignments and then tutorial quizzes! Would 10000% not recommend if you have no interest in linguistics and are just trying to fill a breadth requirement as youll 90% either drop or CR/NCR",06/19/2019,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1560960307000,No,4919,No,,Not sure yet,"['Lots of homework', ""Skip class? You won't pass."", 'Clear grading criteria']",people,people
Mandatory,good,average,good,1,31971296,1,,awesome,5,LINA01,Grear prof! Clear and concise lectures.,05/29/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1559155258000,Yes,4919,Yes,,N/A,"['Amazing lectures', 'Clear grading criteria', 'Respected']",person,person
Mandatory,poor,good,poor,2,31393614,0,,awful,1,LINA01,"Her lectures are interesting, make you easy to memorize the lecture concept. BUT, the tests and exam will be so damn hard. THINGS she mentions might be in exam, none of them are in, like what the hell.",03/01/2019,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1551400780000,No,4919,Yes,,C+,"['Amazing lectures', 'Tough grader', 'Test heavy']",people,people
Mandatory,good,average,good,5,30948200,7,online,awesome,5,LINA01,Safieh is a wonderful prof who you see really cares about her students. She is extremely fair in the sense that she tells you exactly what she expects of you. Watching the lecture is critical. The material/examples she covers in class are important and I found she only tests you on such material. The exams are really fair IF you study. Hard work.,12/10/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1544459652000,Yes,4919,Yes,,A,"['Amazing lectures', 'Caring', 'Clear grading criteria']",people,people
Mandatory,good,average,good,16,30839536,5,,awesome,5,LINA01,Good,12/02/2018,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1543787743000,Yes,4919,Yes,,N/A,"['Caring', 'Participation matters', 'Inspirational']",people,people
