attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,poor,good,poor,0,32891782,0,,awful,1,STAB22,"I did most of practice questions in the textbook, looked into old exams, went to study groups, I asked friends who were better at stats for help. I studied hard and still bombed the final. His lecture notes are impossible to understand. He is a difficult professor to talk to. He has no sense of compassion for those of us not mathematically inclined",02/05/2020,5.0,5.0,,1,N/A,1.0,1.0,1,Yes,1580927179000,No,4919,Yes,,N/A,"['Test heavy', 'Lecture heavy']",people,people
Mandatory,good,good,good,0,32323122,0,,good,4,STAB52,"A good professor, clearly knows his stuff, perhaps too much. He has the tendency to overcomplicate a lot of concepts during lectures so you will have to spend a lot of time deciphering your lecture notes. His quizzes and tests are fair, as long as you understand most of the lectures, you should be fine.",10/27/2019,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1572158545000,Yes,4919,Yes,,A+,"['Lecture heavy', 'Clear grading criteria', ""Skip class? You won't pass.""]",people,people
N/A,poor,good,poor,0,32170166,0,,awful,1,STAB52,"Mohsen makes things harder than they are by adding seemingly random and hard-to-follow steps. We got a cheatsheet on the final, but it was still hard because I learned absolutely nothing over the semester. He writes the whole textbook down on the board and leaves it up to you to figure out whats going on. Avoid at all costs.",08/13/2019,5.0,5.0,,1,N/A,1.0,1.0,1,No,1565731312000,No,4919,Yes,,A,"['Lecture heavy', 'Get ready to read', ""Skip class? You won't pass.""]",people,people
Mandatory,poor,average,poor,3,32073984,0,,awful,1,STAB52,shouldn't be a teacher if you hate your students so much. threatened to &quot;call campus police and put a mark on our permanent record&quot; if we attended other lecture sessions without permission. heavy accent and ridiculously small unreadable writing. says &quot;you should know this&quot; when ppl ask questions in an introductory course,07/03/2019,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1562114170000,No,4919,Yes,,Not sure yet,"['Participation matters', ""Skip class? You won't pass.""]",people,people
Not Mandatory,poor,average,poor,7,32001335,0,,awful,1,STAB52,"Heavy accent, extremely small and bad handwriting, read from script for the whole lecture and provided useless information during tutorials.",06/06/2019,3.0,3.0,,1,N/A,1.0,1.0,1,No,1559830204000,No,4919,Yes,,N/A,['Get ready to read'],people,people
Not Mandatory,average,average,average,1,30477314,0,,average,3,STAB22,"Couldn't understand him at all bc of his thick accent, so lectures didn't help. But his lecture notes were very detailed. Read the textbook, read the lecture notes and do tb questions and you'll be fine. Not very hard if your good at math. Exams are quite easy if you studied all the material.",09/01/2018,2.0,2.0,,3,N/A,3.0,3.0,1,Yes,1535813487000,No,4919,Yes,,A+,[],people,person
Not Mandatory,good,average,good,0,30463781,2,,good,4,STAB22,"Knows his stuff but language barriers can be a hindrance to his teaching, nevertheless his material is fairly easy, doesn't give homework. Gives bonus questions worth 9-12 % marks based on a first (correct) answers basis. Lecture notes are concise and easy to understand but he sometimes makes mistakes that can derail you for a few minutes.",08/27/2018,3.0,3.0,,4,N/A,4.0,4.0,1,No,1535329650000,Yes,4919,Yes,,A,"['Graded by few things', 'EXTRA CREDIT']",people,people
Not Mandatory,poor,good,poor,6,30463699,0,,awful,1,STAB22,"The prof is knowledgeable, however the exams are very difficult and do not reflect what is taught in lectures. Thankfully the tutorial quizzes are simple and will therefore increase your final grade.",08/26/2018,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1535326908000,No,4919,Yes,,N/A,"['Tough grader', 'Get ready to read', 'Lots of homework']",people,people
N/A,poor,good,poor,7,30423333,0,,awful,1,STAB22,"I am shocked at how bad he is at teaching. I took this during the summer semester and it was extremely difficult. I don't know about other profs, but I would avoid him at all costs since one literally can't understand what he says during the lectures, no point attending them. He reads off a PDF riddled w/ spelling mistakes and there is no weboption",08/11/2018,5.0,5.0,,1,N/A,1.0,1.0,1,No,1533946836000,No,4919,Yes,,N/A,"['Lecture heavy', 'Test heavy', 'So many papers']",people,people
Not Mandatory,poor,good,poor,3,30409900,0,,awful,1,STAB22,"This professor is very knowledgeable in terms of stats. He is very technical and his lecture slides tend to be too much or confusing. He talks fast, &amp; gives 10% extra credit during the semester. I was never able to get it because he focuses it on the R software and you need to know how to use it well to get the credit! make sure to go to reviews!",08/07/2018,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1533641695000,No,4919,Yes,,N/A,"['Lecture heavy', 'Lots of homework', 'Clear grading criteria']",people,people
