attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,average,good,average,0,25507983,0,,average,3,SOCI203,Did not enjoy his class at all. Almost seems like he mocks atudents. ( not only person that felt this way ),11/30/2015,4.0,4.0,,3,Meh,3.0,3.0,1,Yes,1448918346000,N/A,4928,Yes,,N/A,[],people,people
N/A,good,average,good,0,19414780,0,,good,4,SOC263,"A pretty good lecturer, covers material fairly well. The tests are not at all hard if you study. Work gets graded in decent time. He cancelled our 2nd test due to South building being smoke-filled and closed off.",12/07/2011,2.0,2.0,,4,Sorta interested,4.0,4.0,1,Yes,1323283130000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,average,0,18747396,0,,good,4,SOC263,"He has questionable problem-solving skills (handing back tests one by one 5 minutes before the end of class, taking marks off of assignments of people who come to class late during a freak snowstorm, insisting we have a test in a smoke-filled building lol). However overall he is a decent lecturer and fair marker.",06/20/2011,2.0,2.0,,3,Sorta interested,3.5,3.5,1,No,1308562232000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,average,poor,0,18734516,0,,awful,1,SOC263,"Not a good lecturer. Disconnected thoughts, and paused often. Verbal examples were unclear, and incomprehensible.",06/15/2011,3.0,3.0,,1,Really into it,1.0,1.0,1,Yes,1308151929000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,poor,good,0,18706742,0,,awesome,5,SOC263,Great prof!,06/07/2011,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1307429379000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,poor,good,0,18430582,0,,awesome,5,SOC263,"Cool prof. Knows the materials really well and explains them clearly. He's very helpful during the office hours too! soc263 wasn't an easy course, but fortunately tests reflect exactly what he taught in the class. One of the best and definitely recommend him for social inequality.",04/18/2011,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1303163800000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,18283135,0,,poor,2,SOC263,"Today was the second lecture I attended, I am currently getting a 68% in the course, because I read through the powerpoint intensely and the first chapter of the required reading.",03/17/2011,3.0,3.0,,2,Meh,2.0,2.0,3,Yes,1300332515000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,17712270,0,,awesome,5,SOC263,"Good teacher, very clear.",10/31/2010,3.0,3.0,,4,Really into it,4.5,4.5,1,Yes,1288485529000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,17676404,0,,average,3,SOC263,I took this in the summer... ruined my summer.. only managed to get like a C... his class really dull although he's easy on the eyes... NOT A FAIR MARKER! getting a good grade was fluke,10/20/2010,4.0,4.0,,2,Low,2.5,2.5,1,Yes,1287611371000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,poor,0,17413385,0,,poor,2,SOC263,"One of the poorest lecturers I have ever come across- I have never had so much issue with paying attention. If he learns not to pause for so long or repeat so much, it would really help him",07/12/2010,5.0,5.0,,1,Really into it,1.5,1.5,1,Yes,1278979085000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,poor,good,0,17406237,0,,awesome,5,SOC263,"By far the best professor I have ever had, although he paces during lectures - if you attend class, write down everything he says, and memorize the important stuff (which he hints at) you should get at least an 80 - and dont bother buying the text book, its a waste, he covers it all in class!",07/09/2010,1.0,1.0,,5,It's my life,5.0,5.0,1,No,1278718990000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,average,0,17332624,0,,good,4,SOC263,He is actually very nice. Although i feel like he focuses on history  a little too much. should introduce some current events and issues which would be more appealing. Some times when he presenting certain issues like globalization his tone seems very opionated. I encourage a non biased approach and present material equally,06/14/2010,2.0,2.0,,3,It's my life,3.5,3.5,1,Yes,1276514044000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,17236655,0,,good,4,SOC263,I actually loved this class. The lectures may seem boring but they were not..if you paid attention. Uses the textbook a lot so I liked that.,05/19/2010,3.0,3.0,,4,It's my life,4.0,4.0,1,Yes,1274296334000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,16799500,0,,average,2,SOC263,"Extremely boring, hard tests except for one of them...would have been nice if he made it more interesting. (Social Inequality)",02/11/2010,5.0,5.0,,3,Meh,2.5,2.5,1,Yes,1265910979000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,16193231,0,,average,3,SOC263,the class itself was really boring,09/17/2009,3.0,3.0,,2,Sorta interested,2.5,2.5,1,Yes,1253213378000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,poor,0,15985653,0,,poor,2,SOC263,"Phd student so his tests were hard,midterm avg was way low & lectures are monotone and boring. I'd hoped an inqeuality course would be more exciting but his background is old politics I think so I found the course a waste",06/23/2009,5.0,5.0,,1,Sorta interested,1.5,1.5,3,Yes,1245759536000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,15518737,0,,average,3,SOC263,No Comments,03/09/2009,4.0,4.0,,2,Low,2.5,2.5,1,Yes,1236639069000,N/A,4928,N/A,,N/A,[],people,people
