attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,good,average,0,32037493,0,,average,3,BIO210,Make sure to do past tests and look at past exams. read the textbook you're going to need lots of practice. Dont just blandly memorize the stuff but try to genuinely understand it,06/18/2019,4.0,4.0,,3,N/A,3.0,3.0,1,Yes,1560880564000,Yes,4928,Yes,,A+,"['Test heavy', ""Skip class? You won't pass."", 'Lecture heavy']",people,people
Mandatory,good,average,good,1,31943617,0,,awesome,5,BIO210,"The course was awesome! Make sure to pay attention during class--she drops hints about what's on midterms. She's very approachable &amp; loves class discussion. Tutorials are great for honing skills relevant to the social-cultural aspect of healthcare and accessibility issues. There's diff. grading options; if you don't like tests, you can opt out!",05/23/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1558645973000,Yes,4928,Yes,,A+,"[""Skip class? You won't pass."", 'Hilarious', 'Inspirational']",people,person
Mandatory,good,average,good,1,31645202,0,,good,4,BIO210,There were 6 tests but because of their predictable format and content it was easy to do well. Lectures were okay. Definitely helped solidify course concepts and are important. Shes very understanding and helps where she can. Would take another course with her.,04/22/2019,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1555964315000,Yes,4928,Yes,,A+,"['Clear grading criteria', 'EXTRA CREDIT', 'Gives good feedback']",people,person
Mandatory,good,average,good,0,31536337,1,,good,4,BIO210,"Prof Sanja was one of my favorite profs, simply because she is such a warm and caring person. She always has her students' best interest in mind and goes above and beyond with office hours, group tests, and more to help everyone succeed. Test questions were sometimes odd, but she usually accepted multiple answers if necessary. Amazing prof!",04/05/2019,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1554437917000,Yes,4928,Yes,,A,"['Caring', 'Accessible outside class', 'Hilarious']",person,people
Not Mandatory,good,average,good,0,31532634,0,,awesome,5,BIO210,She's great! Her lectures are interesting and her tests are super easy. Readings are not required as she only tests concepts that have been mentioned in class and are found in the slides.,04/04/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1554405210000,Yes,4928,Yes,,A+,"['Amazing lectures', 'Caring']",people,people
Mandatory,good,average,good,2,31132639,0,,awesome,5,BIO326H5,"Lectures activity sheets are easy ways to get marks. Labs are fun, learned a lot about birds this way also another easy way to get marks. A lot of assignments but can be flexible with deadlines; grading is fair and good feedback given. Lots of opportunities for extra credit bird watching. Tests were fair. Really enjoyed the course, great prof!",12/21/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1545429527000,Yes,4928,Yes,,A-,"['Caring', 'Gives good feedback', 'EXTRA CREDIT']",people,people
Not Mandatory,good,average,good,0,30756142,2,,awesome,5,BIO210,"Prof. Sanja is a great prof, the course was easy. In fact, we only had to memorize 20 muscles in one unit, which was a joke for an anatomy course. Study two days before and youll still be fine, easiest 90 in my life.",11/19/2018,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1542639629000,Yes,4928,Yes,,A+,"['Test heavy', 'Participation matters', 'Lecture heavy']",people,people
Mandatory,average,good,average,1,30668645,0,,average,3,BIO210,If you put in the work youll get a good mark,11/06/2018,4.0,4.0,,3,N/A,3.0,3.0,1,Yes,1541511813000,Yes,4928,Yes,,N/A,"['Lecture heavy', 'Clear grading criteria', ""Skip class? You won't pass.""]",people,person
Mandatory,good,good,good,1,30248902,0,,good,4,BIO210,"To prepare for tests, you should mainly go over the slides and your lecture notes. Make sure to make good notes and review the LC questions/answers. The textbook is good for extra details incase you missed something and for labelling.",06/09/2018,4.0,4.0,,4,N/A,4.0,4.0,1,Yes,1528575915000,Yes,4928,Yes,,A-,"['Lecture heavy', 'Participation matters', 'Tough grader']",people,person
Not Mandatory,average,good,average,1,30239742,0,,poor,2,BIO210,"Here's the thing, I have no idea how I managed to pass this class, The tests were hard &amp; I used educated gusses. Don't attend every lecture, forget about it. Take your time &amp; rest at home or on campus. Read lectures on your own time &amp; use the textbook as an outline for test preparation. Many chances to gain marks, use them to your advantage.",06/06/2018,5.0,5.0,,2,N/A,2.0,2.0,1,Yes,1528328554000,No,4928,Yes,,C+,['Caring'],people,person
