attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,average,average,0,31649163,0,,average,3,POL113,"easy course, interesting if politics is your thing! the prof literally told us the questions on the final exam. same with the midterm!",04/23/2019,2.0,2.0,,3,N/A,3.0,3.0,1,Yes,1555993087000,Yes,4928,No,,A,"['Respected', 'Clear grading criteria', 'Get ready to read']",people,people
Not Mandatory,good,average,good,3,31590647,0,,awesome,5,POL113,"Lots of reading for the class, however, you don't need to do it as long as you're caught up on lecture material. Really nice prof and human being, seems very knowledgeable and provides review sheets for BOTH midterm and exam. Basically gives majority of the questions away too.",04/14/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1555274938000,Yes,4928,Yes,,A,"['Respected', 'Inspirational', 'Get ready to read']",people,people
N/A,good,average,good,1,31542327,0,,awesome,5,POL113,"Awesome professor, however, lectures tend to be a bit boring (especially early morning ones). The content is pretty interesting and the prof isn't biased toward certain political views, he stands pretty neutral in lectures. Your mark is dependent on a test and an essay so if you screw up, your GPA is at risk because the exam is worth 40%",04/06/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1554568858000,Yes,4928,Yes,,N/A,"['Graded by few things', 'Get ready to read', 'Caring']",people,person
Mandatory,good,average,good,1,29915509,1,,awesome,5,POL355,"Amazing Professor, Very understanding and supportive throughout. I cant say enough about him, he is a wonderful man and a great teacher &lt;3",04/27/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1524846939000,Yes,4928,Yes,,B+,"['Gives good feedback', 'Clear grading criteria', 'Respected']",person,person
Not Mandatory,good,average,good,1,29619244,1,,awesome,5,POL355,Great prof. Very helpful.,03/04/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1520190160000,Yes,4928,Yes,,B+,"['Gives good feedback', 'Get ready to read', 'Hilarious']",person,person
Not Mandatory,average,average,average,3,28358746,13,,poor,2,POL113,"His lectures were all on the power points but if you go to class they're not too unbearable. His TA's are very different in their grading and he was very bad at responding to questions, emails and concerns about the TA. Was a very frustrating professor and would not read your term paper or give feed back.",05/21/2017,3.0,3.0,,2,N/A,2.0,2.0,3,Yes,1495405236000,No,4928,Yes,,B+,"['Get ready to read', 'Tough grader']",people,people
Mandatory,good,average,good,8,28019788,1,,awesome,5,POL113,"Very kind and reasonable. Also has thorough knowledge of political theory and is not prejudice to the left or right. For a 2 hour lecture, he rarely is boring.",04/09/2017,2.0,2.0,,5,N/A,5.0,5.0,1,No,1491755623000,Yes,4928,Yes,,A-,"['Gives good feedback', 'Inspirational', 'Respected']",person,people
Not Mandatory,good,average,good,10,27457984,5,,good,4,POL200,"Dr. Amani was very knowledgeable about political theory and he spoke from the perspective of each theorist, which made the class interesting. He provided all of the lecture notes online and he tends to read from them, which gives students little incentives to attend class, since our TAs summed up every lecture in an hour. Essays were fair.",12/12/2016,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1481582935000,Yes,4928,Yes,,A,"['Hilarious', 'Accessible outside class', 'Gives good feedback']",people,people
Not Mandatory,good,average,good,4,27457836,2,,awesome,5,POL355,"Dr. Amani is very knowledgable about the course and he added a interesting perspective to the course, considering that one of the scholars he covers in the course was his former PhD mentor at LSE.  Both exams are fair (2 essay questions) and I really liked how he allowed us a lot of freedom to choose our essay topics. I would take this class again.",12/12/2016,2.0,2.0,,5,N/A,5.0,5.0,1,No,1481582525000,Yes,4928,Yes,,A,"['Accessible outside class', 'Respected', 'Get ready to read']",people,people
Mandatory,good,average,good,4,26966962,17,,awesome,5,POL113,Aslan Amani is the best prof I have had!,09/11/2016,3.0,3.0,,5,N/A,5.0,5.0,1,No,1473614142000,Yes,4928,N/A,,A,"['Respected', 'Inspirational', 'Gives good feedback']",people,people
Mandatory,good,average,good,4,26490524,13,,awesome,5,POL113,"Amazing professor, gives you a review for what to expect on the exam and midterm. Explains concepts that he felt were rushed or not emphasized enough from the previous lectures. The readings are boring and it's hard to make to get engaged in a lecture early Monday morning.",05/06/2016,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1462543150000,N/A,4928,Yes,,N/A,"['Lecture heavy', 'Get ready to read', 'Participation matters']",people,people
N/A,good,average,good,3,26187193,13,,awesome,4,POL355,This prof is really clear on what he expects. He tells you exactly what will be on the test and helps you prepare well. He genuinely wants his students to succeed and gives your proper feedback.,03/26/2016,2.0,2.0,,5,N/A,4.5,4.5,1,Yes,1459029085000,N/A,4928,Yes,,N/A,"['Caring', 'Respected', 'Gives good feedback']",people,people
Not Mandatory,good,average,good,3,25948685,14,,awesome,5,POL355,Highly respected by students as well as the faculty of Political Science at University of Toronto.,01/15/2016,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1452885177000,N/A,4928,Yes,,A+,"['Respected', 'Caring', 'Gives good feedback']",people,people
N/A,good,average,good,6,24618307,16,,awesome,5,POL355,Aslan is super nice- he's very approachable and genuinely wants his students to do well. Provides great feedback and recognizes when you work hard or do a great job on a paper or assignment. He's easy to get along with and is a soccer fan as well! Easiness is a 35 because good profs aren't necessarily easy.. they're fair and fun to listen to!,04/17/2015,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1429301162000,N/A,4928,Yes,,N/A,[],people,people
