attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,average,good,average,0,20467376,0,,poor,2,HIS290,"wait for Williams to take this course. shes rude and unclear. though he is passionate about Latin America, she does not communicate or teach well at all.",07/05/2012,4.0,4.0,,2,It's my life,2.0,2.0,1,No,1341490699000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,average,0,19878489,0,,average,4,HISTHIS3,"This prof is horriblee!!! She lectured the whole class about an assignment that she did not explain to us properly.. she provides no guidelines on blackboard and gives you a few sentences in class on what to do and expects you to write like shakespeare.. ! not helpful, not nice, not clear at explaining things.. i wud nvr take her class again ever!",03/04/2012,5.0,5.0,,1,Low,2.5,2.5,1,No,1330889449000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,average,poor,0,19374647,0,,poor,1,HIS290,"her lectures have nothing to do with the class. she doesnt assign proper readings, yet she expects you to understand everything and gets annoyed when you dont (she looks at you like your an idiot). wouldnt suggest her at all",12/04/2011,3.0,3.0,,2,Sorta interested,1.5,1.5,1,No,1322997104000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,18389689,0,,awful,1,HIS310,"her lectures rarely have anything to do with the readings and have no bearing on testable material. This class was all about the readings and even then, the conclusions the authors make offer little in the way of useful information for the course. Nothing is clarified in lecture, she does not know how to use blackboard! please come to the 21st c!",04/11/2011,5.0,5.0,,1,Meh,1.0,1.0,1,Yes,1302536573000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,17899107,0,,good,5,HIS390,"One of my favorite professors. She completely changed the way i understood Latin America. Her lectures are so so so so interesting, the final exam easy because she gives you the essay questions in advance to prepare, there are three long essays to write and two extra short papers, but you should be OK if you do the readings. Amazing course!",12/09/2010,2.0,2.0,,3,It's my life,4.0,4.0,1,Yes,1291930183000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,poor,good,0,17564848,0,,good,4,HIS345,"the lectures were fairly interesting. she has a lot of course readings, more useful than textbooks.. also, encourages original thinking. finals question can be tricky though",08/31/2010,1.0,1.0,,4,Really into it,4.0,4.0,1,Yes,1283276319000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,17536098,0,,poor,3,HIS310,"Great lecturer, however he was not an open minded professor. She expects you to know everything when you enter into the course and will act condescending if you do not. She is not helpful with assignments.",08/22/2010,5.0,5.0,,1,Sorta interested,2.0,2.0,1,Yes,1282470642000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,16723561,0,,good,3,HIS290,loveddd her! she seems really intimidating but she loves what she does and what she talks about and you can see it in her lectures! this makes you more interested in her courses. amazing prof!,01/13/2010,3.0,3.0,,4,It's my life,3.5,3.5,1,Yes,1263409287000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,16517135,0,,poor,2,HIS290,"Her lectures are CONFUSING, but its funny that she laughs at her own jokes. She is so intimidating in tutorials. The final exam is an essay based on post-1945 stuff: its POLITICS, not history! and the qtions are so so so abstract/difficult!",12/10/2009,3.0,3.0,,2,It's my life,2.0,2.0,1,No,1260452664000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,16148508,0,,awesome,5,HIS310,"Great prof. Lots of reading. No tests or exams! This class had 6 written assignments based on a course book that had the articles that were needed to do the assignment. If you are a good essay writer and can handle reading alot of material, this will be an easy class. She is a great and knowledable prof.",08/25/2009,2.0,2.0,,5,Sorta interested,5.0,5.0,1,Yes,1251190614000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,14899123,0,,awesome,5,HIS290,One of the best,10/24/2008,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1224867240000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,14707449,0,,poor,2,HIS310,"She is a good lecturer, but thats about it. She is such a hard marker, and she doesnt give you helpful tips as to how to complete your assignments to her liking. She is extremly picky and is not helpful at all. The course was interesting, but all in all, i would never take her for anything again.",08/01/2008,5.0,5.0,,2,Sorta interested,2.0,2.0,1,Yes,1217603587000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,14349467,0,,average,3,HIS395,No Comments,04/25/2008,5.0,5.0,,3,Low,3.0,3.0,1,Yes,1209142064000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,2508665,0,,average,3,HIST200,"Professor ward is a good one, but sometimes her lectures are confusin! but good thing is that she's not the typical boring HISTORY PROF!...and one thing i love about her is that she dismisses class an hour and a half earlY!!!!:D",09/30/2004,3.0,3.0,,3,It's my life,3.0,3.0,1,N/A,1096561551000,N/A,4928,N/A,,N/A,[],people,people
