attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,poor,good,poor,0,32534229,0,,awful,1,SOC244,"Spends half the lectures trying to figure out how to work the projector or his computer. Really slow in general. Barely scratches surface level in the 2 hour lectures. If you want to know things that are on the test, rely more on the textbook than what he lectures. Would not recommend at all, I wish I hadn't taken this class.",12/05/2019,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1575553742000,No,4928,Yes,,B,"['Tough grader', 'Get ready to read', 'Test heavy']",people,people
Not Mandatory,average,good,average,0,32520067,0,,poor,2,SOC244,"He is really sweet and his accent isn't that hard to understand, but I don't think his tests and quizzes reflected the lectures at all. I would have failed if I didn't have the textbook as the tests and quiz questions are directly from the textbook. you don't need to attend lecture if you have the book. Incredibly tough grader for short answer q's.",12/04/2019,4.0,4.0,,2,N/A,2.0,2.0,1,Yes,1575464209000,No,4928,Yes,,B-,"['Tough grader', 'Test heavy', 'Get ready to read']",people,people
Mandatory,good,average,good,0,32228831,0,,good,4,SOC224,nice prof make sure you come to lecture and read the textbook and youre good,09/14/2019,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1568497413000,Yes,4928,Yes,,N/A,"['Clear grading criteria', 'Caring', 'Amazing lectures']",people,people
Mandatory,good,average,good,0,31725104,0,,good,4,SOC356,Solid Prof,04/30/2019,3.0,3.0,,4,N/A,4.0,4.0,1,No,1556668492000,Yes,4928,Yes,,N/A,['Caring'],people,people
Not Mandatory,average,average,average,2,30161585,0,,average,3,SOC334,"His lectures follow the textbook really closely so if you get confused during lecture you can just catch up through the book. Not a bad prof, but his assignments could be a bit confusing and he changed due dates and weighting a lot",05/21/2018,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1526912636000,No,4928,Yes,,A+,['So many papers'],people,people
Mandatory,good,average,good,2,29802431,0,,awesome,5,SOC244,Despite of his English prof Zhang is actually one of the most genuine professor in this school.,04/13/2018,2.0,2.0,,5,N/A,5.0,5.0,1,Yes,1523662616000,Yes,4928,Yes,,N/A,"['Participation matters', 'Hilarious', 'Caring']",people,people
Mandatory,average,average,average,0,28137665,0,,average,3,SOC334,"If you have difficulty with a prof's accent, avoid this class. Personally, I was able to understand him.  I skipped a few lectures and everything turned out fine. Just don't miss his lectures where he explains the assignments. The assignment outlines weren't very useful.  He has a background in economics, so if you hate that stuff, avoid his class!",04/26/2017,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1493244751000,Yes,4928,Yes,,B,"['Get ready to read', 'Participation matters']",people,people
Mandatory,poor,average,poor,0,27871961,0,,awful,1,SOC356,"He changed every due date or blackboard submission time on the syllabus, sometimes the day an assignment was due, after it was due, without posting announcements. Syllabus said aids allowed for tests but they weren't. Lectures were boring and felt disorganized; accrual statistics and equations mostly irrelevant. Prof hard to understand.",03/02/2017,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1488461432000,No,4928,Yes,,N/A,"['Get ready to read', 'Test heavy', 'Participation matters']",people,people
Not Mandatory,average,average,average,1,27126428,0,,average,3,SOC244,"easy class (sociology of families). has an accent, but honestly, it doesnt really matter if you take slide notes and read the textbook",11/03/2016,2.0,2.0,,3,N/A,3.0,3.0,1,Yes,1478203471000,Yes,4928,Yes,,B+,['Accessible outside class'],people,person
Not Mandatory,average,average,average,0,26155213,0,,average,3,SOC144,"i hate when i cant understand what a teacher is saying, he has an accent but its not bad where you cant understand it. once you are used to the way he talks you're fine, but you might not have to get used to it because all the important info is in the slides and class isn't important. i like his tests which are so straight forward and common sense!",03/17/2016,2.0,2.0,,3,Sorta interested,3.0,3.0,1,Yes,1458239736000,Yes,4928,Yes,,N/A,['Lecture heavy'],people,people
N/A,poor,average,poor,4,25946556,0,,awful,1,SOC356,Horrible professor. Has a really thick accent and can barely be understood.  Material is very boring and he makes the lecture even more dull. Class participation is worth 10% which makes it even worse. Doesn't reply to emails either.,01/15/2016,3.0,3.0,,1,Meh,1.0,1.0,1,Yes,1452859530000,N/A,4928,Yes,,N/A,[],people,people
Mandatory,good,average,good,1,24932265,0,,awesome,4,SOC334,"So humble and hilarious! The midterm and final exam were fair and although the final paper was long, it was totally do-able! ",06/03/2015,3.0,3.0,,5,Really into it,4.5,4.5,1,Yes,1433295909000,Yes,4928,Yes,,A+,"['Hilarious', 'Participation matters']",people,person
N/A,average,poor,good,0,24815513,0,,good,3,SOC255,"very approachable and helpful prof. one of the very few profs i met in utm that actually genuinely care about students. attend lectures for EXTREMELY USEFUL HINTS on tests and final exam. no essay, very clear instructions and what to focus on for short answers. however for MCs make sure you do your readings. easy 4.0",05/13/2015,1.0,1.0,,5,Sorta interested,4.0,4.0,1,Yes,1431482571000,Yes,4928,Yes,,N/A,['Clear grading criteria'],people,people
Mandatory,average,average,average,0,24622544,0,,good,3,SOC334,Sooo nice and very understanding! ,04/19/2015,3.0,3.0,,4,Really into it,3.5,3.5,1,Yes,1429410610000,N/A,4928,Yes,,Not sure yet,"['Respected', 'Participation matters']",people,people
