attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,good,average,0,22918606,0,,poor,2,HIS263,"I hated this class, I went into it hating Canadian history, and I came out of it hating Canadian even more. She was not helpful, and she felt the need to make everything extremely difficult and couldn't just teach normally.",03/17/2014,5.0,5.0,,2,Low,2.0,2.0,1,Yes,1395080885000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,18438204,0,,awesome,5,HIS263,At first I didn't like her class style in that the textbook is actually for tutorial.  But as the year went on I ended up really liking this prof. She is fair with tests and questions and the T.A whom I had was amazing to cap it all off.  The only thing that annoyed me was how much she talked about Quebec...  But thats a minor complaint.,04/20/2011,2.0,2.0,,5,Sorta interested,5.0,5.0,1,No,1303258641000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,average,0,18231636,0,,good,4,HIS263,The worst part is that she makes Canadian History sound really boring.,02/13/2011,3.0,3.0,,3,Low,3.5,3.5,1,Yes,1297614103000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,good,good,0,17418816,0,,good,5,HIS262,Well organized and thought out lecturer. Good with breakdown of material.,07/14/2010,4.0,4.0,,3,Low,4.0,4.0,1,Yes,1279117426000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,12756606,0,,good,5,HIS263,"Very clear and easy to follow, makes the points know.  Pretty average.",01/10/2007,3.0,3.0,,3,It's my life,4.0,4.0,1,Yes,1168455484000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,12554577,0,,good,5,HIS262,"I liked this professor.  Her lectures are clear, thorough, and she talks about everything she expects from you on the exam.  The material she teaches (Canadian History) isn't the most interesting, but she does a good job with it and it's completely bearable.  She's easy to follow and the class textbook is only recommended.",12/08/2006,2.0,2.0,,3,Low,4.0,4.0,1,Yes,1165606789000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,12225973,0,,average,2,HIS102,"If you land in one of her classes you're entering a world of pain.  She is without doubt the most boring professor I've ever encountered.  Super dry, occasional attempts at humour that don't go very far since she's out of touch lol.  Helpful if you need it, not a super hard marker.  Lectures are brutal that's the worst of it.",09/11/2006,3.0,3.0,,3,Sorta interested,2.5,2.5,1,Yes,1158000360000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,average,poor,0,11627190,0,,awful,1,HST102,Ridiclous...,03/29/2006,3.0,3.0,,1,Meh,1.0,1.0,1,N/A,1143605279000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,average,poor,0,11611181,0,,awful,1,HISTORY,Great!,03/24/2006,3.0,3.0,,1,Sorta interested,1.0,1.0,1,N/A,1143242950000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,average,0,11197047,0,,poor,1,HISOFCANADA,"This course was split between professor noel and mitchell-mckee, when i took it. when this prof started to teach it i could barely stay awake. Honestly I barely remember what she taught! To make it worse she doubled as my TA, and this added to my confusion as she not only went off topic in lecture and tutorial",12/17/2005,4.0,4.0,,3,It's my life,2.0,2.0,1,N/A,1134827400000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,11146454,0,,poor,3,HIS102Y,"She talked a lot of nonsense and it was partly b/c the topics she was covering were too broad, and that voice could put you to sleep.... You'll learn more from the tutorials and your TA if you get a good one.",12/13/2005,2.0,2.0,,1,Really into it,2.0,2.0,1,N/A,1134510631000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,11022152,0,,awful,1,HIS102,Boring!!! Supposed to be an intro history course and she turns it into Urban workers in Hamilton circa 1890.,12/01/2005,4.0,4.0,,1,Really into it,1.0,1.0,1,N/A,1133403636000,N/A,4928,N/A,,N/A,[],people,people
N/A,good,average,good,0,10028272,0,,good,4,HIS102,"Great professor, helpful and very passionate about her work.  I found the class very beneficial.  Work is not too hard and workload is relatively low.",07/14/2005,2.0,2.0,,4,Really into it,4.0,4.0,1,N/A,1121382092000,N/A,4928,N/A,,N/A,[],people,people
Mandatory,good,average,good,0,10024314,0,,good,5,HIS102,"can speak on end about the material during the lecture, however her approach is too structured and can lead to bordom (ie/ talking about the role of the family members in a family for two straight days)...material isnt that hard to do tho, just a test and major essay for marks...but really a tough prof to listen to for 2 semesters...",07/13/2005,3.0,3.0,,3,Sorta interested,4.0,4.0,1,N/A,1121295590000,N/A,4928,N/A,,B,[],people,people
N/A,good,good,good,0,3994859,0,,awesome,5,HIS102,"very structured, always gave us an outline of what she was talking about. great overview for &quot;intro to hist&quot; very clear & consise. full of information, knew her stuff very well. an impressive lecturer. had problems controlling restless students though, didn't tell them to shutup like she should have :P. still, great prof in history!",06/14/2005,4.0,4.0,,4,It's my life,4.5,4.5,1,N/A,1118718166000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,2930762,0,,average,3,HIS102,She wasnt too bad but used big words and left you wondering the rest of the class what the hell the word meant. Though she was very passionate about her area of expertise there were some topics should have refrained from talking about.,12/07/2004,3.0,3.0,,3,It's my life,3.0,3.0,1,N/A,1102412172000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,good,average,0,2835615,0,,poor,2,HIS102,bla bla bla all she does is blaaaaa! she talks abt stuff sometimes so irrelevant to the topic of the lecture that i want to throw my shoes at her!! and dont get me started on her voice...buuuh,11/25/2004,4.0,4.0,,2,It's my life,2.0,2.0,1,N/A,1101393599000,N/A,4928,N/A,,N/A,[],people,people
N/A,poor,good,poor,0,2819415,0,,awful,1,HIS101,No Comments,11/22/2004,4.0,4.0,,1,Sorta interested,1.0,1.0,1,N/A,1101167750000,N/A,4928,N/A,,N/A,[],people,people
N/A,average,average,average,0,2568090,0,,average,3,HIS102,The cure for insomnia,10/20/2004,3.0,3.0,,2,It's my life,2.5,2.5,1,N/A,1098262209000,N/A,4928,N/A,,N/A,[],people,people
