attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,good,average,1,28250038,0,,average,3,ACT245,Decent at teaching but seriously he posts almost nothing on Blackboard. Term tests are not that hard but final exam is pretty difficult. He bell curves the marks if it's too low so it evens out in the end.,05/08/2017,5.0,5.0,,3,N/A,3.0,3.0,1,Yes,1494267138000,No,1484,Yes,,N/A,['Tough grader'],people,person
Mandatory,good,average,good,0,28101896,0,,awesome,5,ACT245,wonderful,04/22/2017,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1492858600000,Yes,1484,Yes,,N/A,[],people,people
Not Mandatory,poor,good,poor,0,27905271,1,,awful,1,ACT245,"lazy, won't post anything on blackboard, crazy handwriting, and has a hell of an accent.. I'm Chinese and I don't know what he is talking about.",03/14/2017,4.0,4.0,,1,N/A,1.0,1.0,1,Yes,1489455467000,No,1484,Yes,,Not sure yet,"[""Skip class? You won't pass.""]",person,people
Not Mandatory,poor,average,poor,0,27803935,1,,awful,1,ACT245,"i took ACT245 with him, the course is not that hard but the prof is terrible. He didn't post slides or anything ( no notes, no problem sets,no  announcement) It just seems like he doesn't care his students at all.  Avoid him",02/04/2017,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1486217319000,No,1484,Yes,,B+,"[""Skip class? You won't pass."", 'Participation matters', 'Lecture heavy']",person,people
Not Mandatory,good,average,good,4,26886754,1,,awesome,5,ACT245,"If you focus on his lectures and understand what he is talking about, you will actually learn a lot of stuff that you might not be able to get from the textbook/fm manual. He explains the underlying reasons and functioning of those financial principles, and induces students to think. He is also willing to give actuarial career advices.",08/11/2016,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1470952542000,Yes,1484,Yes,,A+,"['Caring', 'Amazing lectures', ""Skip class? You won't pass.""]",person,people
Mandatory,good,average,good,0,26867866,1,,awesome,5,ACT245,"This instructor explains concepts crystal clear, gives great insights behind the material which really helps you understand how those complex financial instruments are actually turning and the connections between them. For the derivatives part, much helpful than the study guild. Yes he has an accent but you can adapt to it after the first lecture.",08/05/2016,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1470424208000,Yes,1484,Yes,,N/A,"['Amazing lectures', 'Inspirational', 'Caring']",person,people
N/A,poor,good,poor,2,26834738,2,,awful,1,ACT245,"Like what the other students said below, they are pretty much correct. He barely gives examples in class and teaches us basic stuff from textbook that anyone can read on their own... His tests are unfair and some of the questions are much harder than SOA problems. Only way to do well is to get all his past tests or it will be very hard....",07/26/2016,4.0,4.0,,1,N/A,1.0,1.0,3,Yes,1469547921000,No,1484,Yes,,N/A,['Tough grader'],people,people
Not Mandatory,poor,good,poor,4,26833219,1,,awful,1,ACT245,"Unless you have past tests for this prof, I really don't recommend him. His testing style is unpredictable, tricky, and some questions are things I've never seen before. It will be very hard if you don't have a clue in his tests..  I suggest you find another prof for this course and avoid him.",07/26/2016,5.0,5.0,,1,N/A,1.0,1.0,3,Yes,1469495214000,No,1484,Yes,,N/A,['Tough grader'],person,people
Not Mandatory,average,good,poor,2,26348492,1,,poor,2,ACT245,Hard tests. Would avoid this prof if you can. He doesn't teach well in my opinion and I think it's way better to self - learn from textbook.,04/21/2016,5.0,5.0,,1,N/A,1.5,1.5,1,Yes,1461254104000,N/A,1484,Yes,,N/A,['Tough grader'],person,people
Not Mandatory,poor,average,poor,0,26274615,0,,awful,1,ACT245,"He's lecture is really boring and helpless,  his accents makes everything even harder to understand.  Read and learn the textbook by yourself  can still achieve good marks, attend his class is kind waste of time. PS: i never go to his class after first two week, and got 90 on the term test  Some of the test questions are directly from textbook",04/11/2016,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1460411702000,N/A,1484,Yes,,A+,[],people,people
Not Mandatory,good,average,good,5,25807827,5,,good,4,ACT240,"Really good prof if you pay attention and go to lecture, he gave us a lot of insight of what's out there outside of the classroom. His lectures were very mind opening and tests were very fair. Would take again in a heartbeat! Wish he was teaching more act sci courses during the year.",12/22/2015,2.0,2.0,,4,It's my life,4.0,4.0,1,Yes,1450826736000,Yes,1484,Yes,,A-,['Caring'],people,people
N/A,average,good,average,7,24927695,3,,average,3,ACT240,"He has an accent and doesn't tech this course well, very hard to understated his lectures, if you have him, switch to a different prof. Gives very hard tests",06/01/2015,4.0,4.0,,3,Low,3.0,3.0,1,No,1433191587000,N/A,1484,Yes,,N/A,[],people,people
