attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,31690892,0,,awesome,5,PSL301,"Her section of PSL (blood and immunity) was the easiest one. She explains everything really clearly, goes slowly and reinforces main ideas throughout her lectures. Going to lectures and taking notes is important for understanding concepts.",04/27/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1556328948000,Yes,1484,Yes,,N/A,"['Amazing lectures', ""Skip class? You won't pass.""]",people,people
Mandatory,good,good,good,0,31545556,0,,awesome,5,PSL190,One of the best and most knowledgeable professors you can have in the first year. The small class size really helped every single student.,04/07/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1554668603000,Yes,1484,Yes,,N/A,"['Amazing lectures', 'Caring', 'Respected']",people,people
Mandatory,good,good,good,0,31350530,0,,awesome,5,PSL190,"One of the most caring and sophisticated teachers we've ever had. Very approachable outside of class. Materials could be super hard (for a 1st yr) at the beginning, but she goes over them step by step. DON'T SKIP any lectures &amp; go to her office hour! Otherwise you ll end up understanding only 50% of this course... Highly recommend.",02/10/2019,4.0,4.0,,5,N/A,5.0,5.0,1,No,1549830082000,Yes,1484,Yes,,N/A,"['Accessible outside class', 'Respected', 'Amazing lectures']",people,people
Not Mandatory,good,average,good,0,30532281,0,,awesome,5,PSL301,"Prof. French is the best professor you'll meet as a life science student. She cares about her students well-being (both mental and physical). She inspired me to become an athlete (tho I'm ametuer at that). She's always striving to make lectures fun and does education research on the side, always trying out new ways to teach (effective too!)",09/30/2018,2.0,2.0,,5,N/A,5.0,5.0,1,No,1538330267000,Yes,1484,Yes,,A+,"['Inspirational', 'Caring', 'Amazing lectures']",people,people
Mandatory,good,good,good,0,30444085,0,,awesome,5,PSL190,"Prof French was fantastic. She clearly cared about getting to know her students and was very accessible outside of class. When material became overwhelming, she carefuly explained it until everyone understood. Can't wait to have her in PSL301.",08/18/2018,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1534624053000,Yes,1484,Yes,,A,"['EXTRA CREDIT', 'Accessible outside class', 'Gives good feedback']",people,people
Mandatory,good,average,good,0,30254401,0,,awesome,5,PSL190,You can tell she loves teaching this course. Very thankful I decided to take it. Material could get confusing but she was very good to stop and answer every class question. Take this course! Very personable and wants to get to know everyone. Great first year atmosphere. Easy to get a good mark if you put the work in.,06/11/2018,3.0,3.0,,5,N/A,5.0,5.0,1,No,1528745503000,Yes,1484,Yes,,A-,"['Gives good feedback', 'Participation matters', 'Caring']",people,people
Mandatory,good,good,good,0,28495574,0,,awesome,5,PSL190,She was amazing!!! Take her class!,06/29/2017,4.0,4.0,,5,N/A,5.0,5.0,1,No,1498743156000,Yes,1484,Yes,,A,"['Amazing lectures', 'Inspirational', 'Accessible outside class']",people,people
Mandatory,good,poor,good,2,25481555,0,,awesome,5,PSL190,She was amazing! Best prof ever! ,11/24/2015,1.0,1.0,,5,It's my life,5.0,5.0,1,Yes,1448365151000,N/A,1484,Yes,,A-,"['Respected', 'Amazing lectures', 'Inspirational']",people,people
Not Mandatory,good,average,good,1,25446763,0,,awesome,5,PSL300,amazing prof!! super clear and care a lot about students! ,11/18/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1447883366000,N/A,1484,Yes,,A,"['Caring', 'Amazing lectures']",people,person
N/A,average,average,average,2,24638598,2,,good,3,PSL201,"She's a good professor, but her part of the course is really difficult to understand. Midterm questions were extremely difficult, although the final was alright.",04/21/2015,3.0,3.0,,4,Sorta interested,3.5,3.5,1,Yes,1429632400000,N/A,1484,Yes,,N/A,"['Tough grader', 'Respected']",people,people
